ReviewTitle,ReviewBody,ReviewStar,Product,division
"Not a good product
","Not a good product . after 8-9 daysit began to connect n disconnect itself in between. N battery life is only 3-4 hrs
",1,boAt Rockerz 255,negative
"Must buy
","Premium sound qualityNo hassleEasy to useCan be paired with any phone or laptop
",5,boAt Rockerz 255,positive
"Loved this product
","I just loved my new earphones ...they fit excellently in my ears ....and the bass is also perfect
",5,boAt Rockerz 255,positive
"Defect
","I want to go to service center to check itIt's unpaired automatically n turning off .......
",5,boAt Rockerz 255,positive
"Waste of money
","Terrible earphones. All I hear from them is base. No treble whatsoever. Unable to return product!
",2,boAt Rockerz 255,negative
"Boat rockerz 255
","The sound quality is average and the battery life is ok at full volume they hardly at 3 to 4 hour
",5,boAt Rockerz 255,positive
"Not Working
","I have took this by Feb but now since 2weeks its not working, This Amazon People are not helping.
",1,boAt Rockerz 255,negative
"Waste of money
","Terrible earphones. All I hear from them is base. No treble whatsoever. Unable to return product!
",2,boAt Rockerz 255,negative
"Boat rockerz 255
","The sound quality is average and the battery life is ok at full volume they hardly at 3 to 4 hour
",5,boAt Rockerz 255,positive
"Not Working
","I have took this by Feb but now since 2weeks its not working, This Amazon People are not helping.
",1,boAt Rockerz 255,negative
"Great and awesome
","Its great the sound as well as battery for this price point is out of this world would recommend.
",4,boAt Rockerz 255,positive
"Bluetooth range is not good
","I like sound quality for this product but neck band is very long and Bluetooth range is very poor
",5,boAt Rockerz 255,positive
"Good. And specialy bettry is dame good
","Good. But sound is getting low day by day. Some time its good nd some times its like... Very low.
",5,boAt Rockerz 255,positive
"Supereb... sound quality
","Supereb... sound quality.Barratry life also good allmost 1.5 day working.Easy to use.
",5,boAt Rockerz 255,positive
"Best in class
","This is amazing... BoAt never disappoint.. Far better than JBL T110BTSound is awesome
",5,boAt Rockerz 255,positive
"Not so good
","Average battery life.. not a gaming earphone..poor experience in pubg.. good for listening songs.
",3,boAt Rockerz 255,neutral
"very bad
","very bad product. after one month it stopped functioning.
",1,boAt Rockerz 255,negative
"Best if you get it for 999(paisa wasool)
","Sound quality good but bass does overpower the treble too much
",4,boAt Rockerz 255,positive
"Good product this price rs 1000
","Ear Fit problem.very good battery life.sound quality avarage.
",5,boAt Rockerz 255,positive
"Good product
","Very good product
",5,boAt Rockerz 255,positive
"Good
","Very nice product
",4,boAt Rockerz 255,positive
"Okay okay quality
","Okay okay quality
",3,boAt Rockerz 255,neutral
"Amazing earpods
","Amazing sound quality and fits perfectly.
",5,boAt Rockerz 255,positive
"Not working
","Not working and uncomfortable
",1,boAt Rockerz 255,negative
"Good bass
","Good bass and sound, comfortable, good range, satisfied with the quality
",5,boAt Rockerz 255,positive
"Best in class
","Best in class. Balanced bass and treble. Great sound. Go for it.
",5,boAt Rockerz 255,positive
"Terrible Product
","Product was terrible with low sound and one side is not working with in 2 months
",1,boAt Rockerz 255,negative
"Returning the iten
","Voice not clear when calling..Very low sound ..Voice Delay in pubg..
",1,boAt Rockerz 255,negative
"It is very helpful in my studies with noise cancellation properties.
","It is very good wireless earphone for studing anywhere by data on phone, laptop.
",4,boAt Rockerz 255,positive
"Best one in market...Go for it...
","Superb product and excellent sound quality
",5,boAt Rockerz 255,positive
"Good with price
","pricewise a good deal and wireless advantage. You can go for it.
",4,boAt Rockerz 255,positive
"Need replacement
","One side of the earphone stopped working within 3 months of use.
",3,boAt Rockerz 255,neutral
"Liked the product
","Good product with descent battery back up.
",4,boAt Rockerz 255,positive
"Impressive audio quality
","Very good sound,  amazing bass..  Only Cable length is long that's problem,  but accept.
",5,boAt Rockerz 255,positive
"Very Very Poor sound quality
","Very Very Poor sound quality. there is no HD sound quality as described.. very very poor
",1,boAt Rockerz 255,negative
"Good for price
","Sound is ok
",4,boAt Rockerz 255,positive
"Not bad
","So far good, Not bad for 1500 bucks
",4,boAt Rockerz 255,positive
"Good quality
","Working as expected.
",5,boAt Rockerz 255,positive
"ಸೂಪರ್.........,,👌👌👌
","Fantastic performance
",5,boAt Rockerz 255,positive
"Handy
","Easy to use. Fairly good sound quality. Value for money.
",4,boAt Rockerz 255,positive
"Ghaanerda
","Please please don't buy this product one of the worst sound quality.Naka they re mitranno.
",2,boAt Rockerz 255,negative
"Microphone issues
","There are issues with microphone..you will have to talk so loudly..then only others can hear you
",3,boAt Rockerz 255,neutral
"A musst buy product
","Osume music quality .... And 200 % loving the product.  ..  am lyk damn loving the sound of this
",5,boAt Rockerz 255,positive
"Good and Value for money
","Good product.. however sound quality could have been better. Battery would only last for 2 hours
",4,boAt Rockerz 255,positive
"right side earphone is not working
","I like this product but after 1 month right side of earphone is not working so please replace it
",2,boAt Rockerz 255,negative
"Useless earphones
","The earphone is not lasting for more than 30 mins. The battery is pretty weak I want replacement
",1,boAt Rockerz 255,negative
"Boat Bluetooth Ear Phone
","Sound system is very good but sometime it will disconnect automatically, without your knowledge.
",4,boAt Rockerz 255,positive
"Boat Bluetooth Ear Phone
","Sound system is very good but sometime it will disconnect automatically, without your knowledge.
",4,boAt Rockerz 255,positive
"great ear phone
","great
",5,boAt Rockerz 255,positive
"Excellent
","Nice productBattery life superBil quality super
",5,boAt Rockerz 255,positive
"Good Product in Good Price .
","Good Product with Good Sound Quality and Battery .
",5,boAt Rockerz 255,positive
"Boat 255 amazing product
","It is amazing . Quality product, sound quality is so good, connectivity is so fast .. overall it's a good
",5,boAt Rockerz 255,positive
"Awesome quality
","Reviewing after 2 months of use great headphones
",5,boAt Rockerz 255,positive
"I think I received defective pis
","It's stop working in less then week...Not acceptable from BOAT product...
",4,boAt Rockerz 255,positive
"Easy ro wear
","Easy to wear not so delicate
",5,boAt Rockerz 255,positive
"Ok
","Sound quality & battery Good
",4,boAt Rockerz 255,positive
"Cheap quality,  waste of money
","Within 2 months of use, the ear phones stopped working.  Simply waste of money.
",1,boAt Rockerz 255,negative
"Good product
","I just bought them it's awesome in sound quality but I'm not able to connect 2 devices simultaneously..
",4,boAt Rockerz 255,positive
"Worth buying
","Good product. Worth every pennny.Enough bass, good sound.
",5,boAt Rockerz 255,positive
"Worth the buy
","Awesome sound quality.
",5,boAt Rockerz 255,positive
"Price worthy
","It is a good product, price worthy with good sound, good battery life
",4,boAt Rockerz 255,positive
"Didn't meet the expectation.
","Lightweight easy connection but it lacks the primary function that's quality sounding..
",3,boAt Rockerz 255,neutral
"Excellent
","excellent quality nd the bass is superb at this range as i purchased it for jus Rs. 999
",5,boAt Rockerz 255,positive
"Superb boat rockerzz rockssss
","Awesome product quality sound seems good , battery life is also good im fully satisfied
",5,boAt Rockerz 255,positive
"Superb sound quality..
","Superb sound quality at very reasonable price...
",5,boAt Rockerz 255,positive
"Good
","Super
",4,boAt Rockerz 255,positive
"Bad quality
","Sound quality is very bad. Having problem in listening from left side .lots of disturbance is there.
",1,boAt Rockerz 255,negative
"Superb sound quality..
","Superb sound quality at very reasonable price...
",5,boAt Rockerz 255,positive
"Good
","Super
",4,boAt Rockerz 255,positive
"Bad quality
","Sound quality is very bad. Having problem in listening from left side .lots of disturbance is there.
",1,boAt Rockerz 255,negative
"Goo
","Good, but Bluetooth disconnects automatically
",5,boAt Rockerz 255,positive
"Nice product
","In short it  works for me, and i liked it
",4,boAt Rockerz 255,positive
"Not a good buy
","Malfunctioned in less tha a month.
",1,boAt Rockerz 255,negative
"Just the earhooks are not that great, otherwise the product is awesome for its price.
","These are awesome!Does any one know where can i find the ear hooks, if i lost them.
",5,boAt Rockerz 255,positive
"Product missing
","Aree yrr m not geting this product .the product is missing in the box then how i know about it.
",4,boAt Rockerz 255,positive
"Worth for money
","Awesome sound quality... must buy product..
",5,boAt Rockerz 255,positive
"Super
","Simply superb this price range 999/-
",4,boAt Rockerz 255,positive
"Awesome..
","Amazing product... Completely Satisfied...
",5,boAt Rockerz 255,positive
"Battery problem
","🔋early reduction in battery need to charge twice daily
",4,boAt Rockerz 255,positive
"one side has stopped working in three months
","I bought this on 21stjan ,one side has stopped working.
",3,boAt Rockerz 255,neutral
"Failed product for workout
","Unreliable product as fail to do moisture wicking and got sound went off after during work out.
",1,boAt Rockerz 255,negative
"Nice product from boat
","Everything is good in it and I bought it for 999 and it's worth for that price... Go for it😊👍
",5,boAt Rockerz 255,positive
"Worth the price
","The product is amazing. I've been using it for the last two months and it is worth the price 🖤
",4,boAt Rockerz 255,positive
"Nice
","When you are jogging u can hear the distrubance in sound, but at this cost it's is good product
",4,boAt Rockerz 255,positive
"Head phone not working
","Though it is a good product.  One of the in ear headphones is not working after 3 month of use.
",2,boAt Rockerz 255,negative
"Great
","You guys could have worked on battery life.Overall a great product and value for money 👌
",4,boAt Rockerz 255,positive
"Good product
","The wire length is bit long but the over all sound quality of this product is good, go for it .
",4,boAt Rockerz 255,positive
"Excellent product
","Excellent product for the price point, good bass, love that magnetic lock average battery life.
",5,boAt Rockerz 255,positive
"Great product.
","Got it for 999 in Great India sale Good sound quality & awsome bass.
",5,boAt Rockerz 255,positive
"Voice call is terrible
","Voice call is not that good... sometimes terrible... otherwise sound quality is good...
",3,boAt Rockerz 255,neutral
"Not working or faulty product and as per box it look like it is used
","Faulty product and look like used product so I don't like it
",1,boAt Rockerz 255,negative
"No noise cancellation
","No noise cancellation
",3,boAt Rockerz 255,neutral
